symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
CX3CR1,0.6850186918018822,6.212360423645195,5.060380584743653,5.463268430236568e-7,1.1536321154962547e-4,5.858584079863446
ST18,0.17756072889965394,3.57202625146393,5.055676454808501,5.594402214655703e-7,1.1536321154962547e-4,5.83660949476176
SEPHS1,-0.4238309954754148,6.205216235135494,-5.054889240900685,5.616641866659755e-7,1.1536321154962547e-4,5.832933989537542
SYNPO,0.44454690579780554,6.977530085275071,5.047261878837052,5.836594294462317e-7,1.1611142398333889e-4,5.797349092414127
LSAMP,0.11371504627401881,3.2311721250440315,5.044576267344926,5.916003260020663e-7,1.1611142398333889e-4,5.784831348271705
MYH11,0.5677181972570187,5.812018183896694,4.992851292988446,7.665500393214361e-7,1.460106160404891e-4,5.54493725009047
MTTP,0.19823963865112074,3.052350301645236,4.99013419301919,7.770039576430013e-7,1.460106160404891e-4,5.532398703563738
GSK3B,-0.3247211146947842,6.23150314424362,-4.980479076598298,8.152767021417392e-7,1.5001091319408001e-4,5.487894384160857
OPN1SW,0.13406555312764115,3.259784754639648,4.973478425964329,8.441587470770608e-7,1.5215530722825717e-4,5.455675316456897
SLC17A3,0.15116908824164058,3.200798899419425,4.958840393614348,9.077754844742639e-7,1.6034946157753396e-4,5.388441969566262
DCTN2,-0.27112367968401824,7.920654789676653,-4.950090701869892,9.479850963187985e-7,1.6257318255755664e-4,5.348341515893502
UBE2C,-0.5665952835536702,7.1227182629842085,-4.946769219407485,9.636947326179357e-7,1.6257318255755664e-4,5.333136058747492
XPOT,-0.378563338359192,8.033341995356928,-4.94428954005457,9.75586353662874e-7,1.6257318255755664e-4,5.321790450528159
STC2,0.9515037519955536,6.358605553740588,4.934222820535933,1.0253331510765955e-6,1.6769893315386094e-4,5.275784834280449
OPLAH,-0.42945820972452686,4.8921057360698255,-4.930366270865183,1.045032145166824e-6,1.6781316192933436e-4,5.258183090543341
ARL14,0.15855233909848263,3.4244261601506594,4.9222988502354,1.087427534860455e-6,1.7150285692656318e-4,5.221403585390744
SFRP1,1.0125247814226706,6.1585032041696826,4.913835409108024,1.133685781710624e-6,1.7566162849242512e-4,5.182878478764726
MCHR1,0.11555054982980928,3.494685283116089,4.905646625725998,1.1802458735960787e-6,1.7896317354318105e-4,5.145661966545033
CLUAP1,0.3616661842186195,5.754992539616213,4.903028144376326,1.1955193884791306e-6,1.7896317354318105e-4,5.13377356764304
INSL4,0.1843019692491754,2.99121648927297,4.8965228130589535,1.2342942709935486e-6,1.7967468500197192e-4,5.1042635573423425
CDKN1C,0.5398085951487365,5.298205827237422,4.895424435258147,1.240959667699308e-6,1.7967468500197192e-4,5.09928458457834
SHOX,0.12376514248980247,3.3085032278478437,4.876008076783883,1.3646763701855437e-6,1.9440035002385033e-4,5.0114404628522475
CCNB1,-0.5729757621417553,5.868457134217483,-4.8597022809813355,1.477681867289155e-6,2.0381269540299332e-4,4.937919005495566
PNRC1,0.3390404859343426,7.205010068264038,4.857793678572925,1.4914843197433123e-6,2.0381269540299332e-4,4.929328193191175
CXCL2,0.6691309257306509,4.634685512108325,4.856627312874001,1.4999802084685875e-6,2.0381269540299332e-4,4.924079802524499
SLC25A21,0.16246825214686822,3.3173842996980847,4.849208007249997,1.5551249214017638e-6,2.0810398948212694e-4,4.890721891103398
ATP5I,-0.3557617883586391,9.300474867497758,-4.832299592998319,1.6881930914815497e-6,2.193142181505263e-4,4.814876666511388
PTN,0.7853344664598964,5.781116759570886,4.832254703523554,1.6885605564125668e-6,2.193142181505263e-4,4.814675634958093
RFC4,-0.43741080776085794,6.338146816650945,-4.823550790998689,1.7612856202422693e-6,2.2544455939101047e-4,4.775729042033841
ZNF696,-0.23142788350346816,3.9528000512218444,-4.818034758733273,1.8089264772572034e-6,2.2823483781622317e-4,4.751080677111956
DTL,-0.5270011506305231,6.050395288415361,-4.806329593245083,1.9141671267167828e-6,2.3811160652341726e-4,4.698862877172349
FAM49B,-0.3716846259298668,7.645236789318411,-4.793625041235896,2.0350615938623097e-6,2.4429533220148697e-4,4.642320135025491
DUSP14,-0.33973847277394703,6.034355601597608,-4.792500569528052,2.046109119836224e-6,2.4429533220148697e-4,4.637322265758
KIAA0087,0.14135551317762926,3.335693868095157,4.792424502192165,2.0468585352026762e-6,2.4429533220148697e-4,4.636984213324878
TRIM29,0.7013445014207009,5.172013418308669,4.784163415053711,2.129838745022027e-6,2.5080981061379387e-4,4.60030059562024
ABCC5,-0.5601962668221003,5.443141201541728,-4.7763337872334075,2.211467763695008e-6,2.548417308744535e-4,4.565587139256239
LAGE3,-0.4463447220607235,7.039105851691184,-4.775363970348957,2.2217859236110647e-6,2.548417308744535e-4,4.561291032724444
CTSO,0.38260782696273354,7.679009117685352,4.771579015368342,2.2625002335171088e-6,2.5618464182593725e-4,4.544532146896625
MAN1C1,0.4316147152714697,4.795614635960115,4.768551933625927,2.2955780640414383e-6,2.5663981596979723e-4,4.531137829530612
SMS,-0.4023397429190859,8.128435634320745,-4.759885504710338,2.3928725804762223e-6,2.574783368358457e-4,4.492834044255325
SLC38A4,0.12190343567846562,3.568828027889815,4.755988824139681,2.437901128916586e-6,2.574783368358457e-4,4.475632642531826
ORMDL2,-0.40925968211317737,7.530117241171655,-4.753017973921893,2.4727777737603485e-6,2.574783368358457e-4,4.462526998552411
HIST3H2A,-0.5135233464630767,7.266753611013416,-4.752965354107388,2.4733998163097444e-6,2.574783368358457e-4,4.462294939483032
PPFIA3,-0.27136999998320344,3.528102769855265,-4.752957238857031,2.4734957637425088e-6,2.574783368358457e-4,4.462259150564435
FADD,-0.37551044095521624,6.695791900007753,-4.752576967477363,2.477995768913823e-6,2.574783368358457e-4,4.46058218633134
VPS39,0.23813890702371954,7.092408713969735,4.739669274420205,2.6354994334264552e-6,2.696815177708973e-4,4.403734346789843
UTRN,0.30828579176013654,4.307841510870684,4.738003864884608,2.656509516085605e-6,2.696815177708973e-4,4.396410049839684
SDPR,0.2723660830565354,3.636737156643994,4.727977952527445,2.7864377285645866e-6,2.7229151237646393e-4,4.3523677261934655
NTRK2,0.8153951458359712,5.270289523550125,4.722850077713487,2.8552322450572787e-6,2.7229151237646393e-4,4.329875290732005
MRPL17,-0.26536165722485633,8.079863719207369,-4.7224577561075485,2.8605622916257675e-6,2.7229151237646393e-4,4.328155382719139
ADRA2A,0.5259248495957305,5.603264665991424,4.721189501605174,2.877858231592797e-6,2.7229151237646393e-4,4.322596361161924
LAMC3,0.24998125022803128,3.7473047092778184,4.720319085090585,2.8897867699116726e-6,2.7229151237646393e-4,4.318781949656923
DRG1,-0.28360533587918785,8.025484909653358,-4.720069809339137,2.893211694556639e-6,2.7229151237646393e-4,4.317689673310788
ATP5E,-0.28846604682854016,11.080568754151312,-4.719719589504124,2.898030136253126e-6,2.7229151237646393e-4,4.316155170915488
CARD14,-0.29253371380887827,4.078419709413201,-4.716338570888707,2.9449459351025882e-6,2.7378697367185325e-4,4.301346549740769
CBX3,-0.40961805383882083,7.754749762305932,-4.713798708029537,2.9806691935407434e-6,2.742215658057484e-4,4.290228626934294
FAS,0.47882570536799707,5.827528946457018,4.693444077053021,3.2824001515629215e-6,2.98867609676327e-4,4.201330227689326
BIRC5,-0.5981295816941132,5.35209342115912,-4.68428240044771,3.4275989474460354e-6,3.08903611263708e-4,4.161433722014014
PARK2,0.12901605165894917,3.238128264145226,4.680949070853437,3.4819433186621243e-6,3.1063154939822105e-4,4.146936032084652
CCT3,-0.3320549047212574,9.533754704282732,-4.678044570918636,3.529970663305507e-6,3.1176700898314237e-4,4.134311294848665
